"","RN","PN","Rdate"
"4255","CY105710","AEX36377","2007/07/12"
"4273","CY104524","AEX34243","2007/07/31"
"11761","KP223133","AJB43494","2007/05/25"
"4275","CY104540","AEX34265","2007/08/06"
"4220","CY105518","AEX36113","2007/07/27"
"5298","CY025277","ABV29623","2007/03/09"
"9552","CY034414","ACG70153","2007/03/14"
"7598","EU516074","ACA33718","2007/09/19"
"12333","EU199377","ABW23364","2007/01/23"
"14451","EU199370","ABW23357","2007/03/04"
"7223","EU199369","ABW23356","2007/02/04"
"7247","EU199378","ABW23365","2007/03/17"
"10391","CY037575","ACN32980","2008/02/26"
"2874","CY027547","ABW91207","2007/01/08"
"2876","CY027539","ABW91196","2007/01/08"
"2682","EU199257","ABW23244","2007/01/09"
"14677","CY026771","ABW40169","2007/02/12"
"4246","CY104444","AEX34134","2007/02/12"
"7483","EU199266","ABW23253","2007/02/03"
"7490","EU199281","ABW23268","2007/02/22"
"5295","CY026747","ABW40136","2007/03/06"
"5297","CY026259","ABV45992","2007/03/07"
"4213","CY105478","AEX35615","2007/07/11"
"8493","CY172759","AHL89894","2007/02/16"
"5056","EU199371","ABW23358","2007/04/23"
"14379","EU100698","ABU50560","2007/01/10"
"8400","EU199270","ABW23257","2007/01/30"
"5043","EU199361","ABW23348","2007/01/25"
"14424","EU199367","ABW23354","2007/01/26"
"5030","EU199274","ABW23261","2007/01/22"
"120","EU199374","ABW23361","2007/03/08"
"10769","CY027683","ABW91394","2007/02/06"
"6125","CY031555","ACD56258","2007/03/12"
"14297","CY027867","ABW91647","2007/03/12"
"2883","CY026163","ABV45860","2007/03/07"
"13385","CY028475","ABY51270","2007/03/14"
"5294","CY025707","ABV30206","2007/03/01"
"2215","CY025421","ABV29821","2007/02/19"
"2877","CY026667","ABW40026","2007/02/14"
"94","CY026035","ABV30657","2007/03/01"
"10771","CY027123","ABW40653","2007/02/13"
"10774","CY027107","ABW40631","2007/02/19"
"10773","CY026843","ABW40268","2007/02/13"
"10770","CY028371","ABY51127","2007/02/08"
"10768","CY027795","ABW91548","2007/02/06"
"10772","CY027075","ABW40587","2007/02/13"
"10775","CY026827","ABW40246","2007/02/26"
"8501","CY172823","AHL89990","2007/03/23"
"6958","CY147627","AGR49900","2008/11/01"
"375","EU516202","ACA33753","2007/12/23"
"13146","EU516070","ACA33714","2007/11/05"
"12819","EU199264","ABW23251","2007/01/23"
"5035","EU779524","ACD85628","2008/02/01"
"13381","CY027563","ABW91229","2007/02/20"
"13117","EU516064","ACA33708","2007/11/06"
"1864","EU516067","ACA33711","2007/11/01"
"7251","EU199358","ABW23345","2007/04/27"
"13382","CY025851","ABV30404","2007/02/26"
"9546","CY025643","ABV30118","2007/01/17"
"8505","CY172847","AHL90026","2007/04/13"
"8504","CY172839","AHL90014","2007/04/11"
"7473","CY035882","ACJ09818","2007/02/06"
"6557","CY119034","AFJ78254","2008/03/17"
"6558","CY119042","AFJ78265","2008/03/19"
"6555","CY118131","AFJ75604","2008/03/10"
"15232","JQ988027","AFK13896","2008/03/24"
"6553","CY118123","AFJ75593","2007/12/31"
"13650","KP638142","AJJ98897","2007/09/10"
"6547","CY118994","AFJ78199","2007/05/10"
"6543","CY119050","AFJ78276","2007/04/25"
"6538","CY118946","AFJ78133","2007/03/30"
"6539","CY118954","AFJ78144","2007/04/02"
"13730","EU716426","ACD47213","2007/06/21"
"13731","EU716429","ACD47213","2007/06/21"
"7503","EU566995","ACB11788","2007/12/18"
"12845","EU199344","ABW23331","2007/04/16"
"12338","EU199364","ABW23351","2007/01/21"
"11376","EU199372","ABW23359","2007/05/17"
"9896","EU199283","ABW23270","2007/03/22"
"13380","CY026555","ABW39872","2007/02/20"
"8287","EU199262","ABW23249","2007/01/16"
"8284","EU199261","ABW23248","2007/01/13"
"9892","EU100722","ABU50584","2007/01/18"
"15121","EU199379","ABW23366","2007/03/14"
"7226","EU199282","ABW23269","2007/02/14"
"10376","CY028299","ABY51028","2007/02/12"
"2878","CY030053","ACA24502","2007/02/28"
"2879","CY025931","ABV30514","2007/02/27"
"9548","CY025715","ABV30217","2007/02/27"
"10377","CY027499","ABW86563","2007/02/23"
"4389","EU516056","ACA33700","2007/08/04"
"14676","CY026603","ABW39938","2007/02/08"
"2881","CY025723","ABV30228","2007/03/06"
"7023","EU516045","ACA33689","2007/05/03"
"13983","CY025603","ABV30063","2007/02/28"
"12857","EU199375","ABW23362","2007/05/31"
"12871","EU516111","ACA33749","2007/06/09"
"13384","CY026275","ABV82562","2007/03/09"
"14296","CY028740","ABY81371","2007/03/01"
"14295","CY026307","ABW36168","2007/01/08"
"6605","CY032501","ACD85517","2007/06/21"
"12849","EU199347","ABW23334","2007/03/08"
"3793","CY025755","ABV30272","2007/02/02"
"2875","CY025349","ABV29722","2007/02/06"
"2880","CY026707","ABW40081","2007/02/26"
"9551","CY025731","ABV30239","2007/03/06"
"8508","CY172871","AHL90062","2007/04/16"
"8514","CY172887","AHL90086","2007/06/06"
"7930","EU516044","ACA33688","2007/10/05"
"10378","CY026923","ABW40378","2007/03/02"
"6629","CY032517","ACD85539","2007/06/12"
"6625","CY032549","ACD85583","2007/06/18"
"6613","CY040202","ACR15392","2007/06/20"
"6642","CY039439","ACQ65747","2007/06/05"
"6631","CY032493","ACD85506","2007/06/23"
"6623","CY033145","ACF22408","2007/06/19"
"6641","CY038911","ACO94848","2007/06/28"
"1874","EU516211","ACA33762","2007/12/18"
"7205","EU779508","ACD85612","2008/01/21"
"386","EU516215","ACA33766","2007/12/27"
"7744","EU885520","ACF40088","2008/01/22"
"14964","EU516207","ACA33758","2007/12/20"
"7018","EU516032","ACA33682","2007/04/18"
"8174","EU516033","ACA33683","2007/07/25"
"6300","EU716462","ACD47222","2008/01/02"
"6320","EU885497","ACF40065","2008/01/10"
"3441","EU779510","ACD85614","2008/02/06"
"12730","EU516213","ACA33764","2007/12/21"
"1868","EU516212","ACA33763","2007/12/10"
"9906","EU516203","ACA33754","2007/11/06"
"1144","CY044764","ACU80677","2008/02/27"
"14973","EU567008","ACB11801","2007/11/21"
"8543","CY173271","AHL90674","2008/03/11"
"6643","CY040210","ACR15403","2007/06/14"
"13321","EU516218","ACA33769","2007/12/11"
"6646","CY037359","ACN32545","2007/08/03"
"6640","CY038527","ACO36386","2007/07/05"
"6616","CY035094","ACI26406","2007/06/23"
"6610","CY035102","ACI26417","2007/06/21"
"6621","CY032477","ACD85484","2007/06/22"
"6603","CY034084","ACF54532","2007/06/21"
"6612","CY032485","ACD85495","2007/06/20"
"9722","CY240603","ASU48115","2007/06/20"
"6636","CY038511","ACO36364","2007/06/07"
"6602","CY038551","ACO36419","2007/06/24"
"6607","CY038559","ACO36430","2007/06/23"
"6619","CY032533","ACD85561","2007/06/11"
"6653","CY032541","ACD85572","2007/06/05"
"9724","CY240595","ASU48103","2007/06/11"
"8489","CY172735","AHL89858","2007/02/10"
"6618","CY032445","ACD85440","2007/06/24"
"6628","CY038543","ACO36408","2007/06/24"
"6600","CY032525","ACD85550","2007/06/21"
"6622","CY035086","ACI26395","2007/06/07"
"6609","CY032429","ACD85429","2007/06/22"
"6634","CY038887","ACO94815","2007/06/04"
"6598","CY038519","ACO36375","2007/06/07"
"6601","CY032461","ACD85462","2007/06/21"
"6626","CY032453","ACD85451","2007/06/27"
"9723","CY240651","ASU48187","2007/06/21"
"6647","CY034092","ACF54543","2007/06/13"
"6608","CY032509","ACD85528","2007/06/14"
"9719","CY240635","ASU48163","2007/06/14"
"8490","CY172743","AHL89870","2007/02/12"
"2882","CY027571","ABW91240","2007/03/07"
"6989","KJ855395","AIC65021","2007/04/14"
"6988","KJ855443","AIC64949","2005/11/22"
"12650","CY105766","AEX36454","2007/07/04"
"12642","CY105758","AEX36443","2007/06/25"
"13654","KP638222","AJJ98777","2007/09/26"
"13016","EU516046","ACA33690","2007/10/25"
"13023","EU516205","ACA33707","2007/10/13"
"13022","EU516063","ACA33707","2007/10/13"
"13124","EU516071","ACA33715","2007/11/05"
"13152","EU516065","ACA33709","2007/11/14"
"13258","EU516204","ACA33755","2007/12/09"
"13133","EU516062","ACA33706","2007/11/11"
"13010","EU516048","ACA33692","2007/10/16"
"13202","EU516076","ACA33720","2007/12/05"
"3467","EU516210","ACA33761","2007/11/14"
"3440","EU516077","ACA33721","2007/11/07"
"8188","EU516206","ACA33757","2007/12/19"
"14867","EU516105","ACA33745","2007/01/21"
"6122","CY028443","ABY51226","2007/01/17"
"3871","EU779532","ACD85636","2008/02/26"
"13895","EU885526","ACF40094","2008/02/01"
"5189","FJ532086","ACJ73768","2008/02/19"
"1141","CY044740","ACU80644","2008/02/26"
"2225","CY038839","ACO94749","2008/02/21"
"1133","CY044461","ACU80146","2008/02/26"
"8533","CY173183","AHL90530","2008/02/18"
"1115","CY044500","ACU80190","2008/01/28"
"8525","CY173111","AHL90422","2008/01/30"
"6994","CY073899","AEO01625","2008/02/18"
"7751","EU852003","ACF10325","2008/01/24"
"6135","CY037567","ACN32969","2008/02/25"
"2224","CY038815","ACO94716","2008/02/20"
"6997","CY073947","AEO01691","2008/01/03"
"6962","CY147659","AGR49948","2008/12/01"
"2221","CY038791","ACO94683","2008/02/13"
"6985","KJ855459","AIC64925","2009/05/22"
"6986","KJ855467","AIC64913","2009/05/22"
"2223","CY037863","ACN76489","2008/02/19"
"6262","CY037311","ACN32474","2008/02/02"
"13019","EU516072","ACA33716","2007/09/19"
"379","EU516208","ACA33759","2007/12/14"
"14506","EU516214","ACA33765","2007/12/12"
"14520","EU885540","ACF40108","2007/12/12"
"9553","CY036967","ACL12206","2008/02/25"
"6963","CY147667","AGR49960","2008/12/01"
"7354","EU779520","ACD85624","2008/01/23"
"7341","EU779498","ACD85602","2008/01/25"
"11237","CY037303","ACN32283","2008/01/29"
"13193","EU516075","ACA33719","2007/12/02"
"6961","CY147651","AGR49936","2008/12/02"
"6996","CY073912","AEO01642","2008/01/14"
"6960","CY147643","AGR49924","2008/11/01"
"6959","CY147635","AGR49912","2008/11/01"
"6956","CY147579","AGR49829","2008/11/01"
"6995","CY073907","AEO01636","2008/01/10"
"5060","EU199368","ABW23355","2007/05/14"
"6540","CY118970","AFJ78166","2007/04/01"
"5360","EU199267","ABW23254","2007/01/23"
"5366","EU199268","ABW23255","2007/02/01"
"3875","EU516030","ACA33680","2007/08/03"
"3882","EU516051","ACA33695","2007/08/08"
"6857","EU199357","ABW23344","2007/03/06"
"12208","EU199360","ABW23347","2007/02/28"
"14153","EU199284","ABW23271","2007/03/14"
"2218","CY026787","ABW40191","2007/03/07"
"5290","CY026019","ABV30635","2007/01/15"
"5289","CY026027","ABV30646","2007/01/15"
"6615","CY032437","ACD93579","2007/06/27"
"8509","CY172879","AHL90074","2007/04/24"
"2077","CY092241","AEI54402","2007/03/19"
"2884","CY026251","ABV45981","2007/03/07"
"5292","CY027715","ABW91438","2007/02/24"
"5296","CY027587","ABW91262","2007/03/06"
"5291","CY025477","ABV29898","2007/02/19"
"11773","KF533054","AGU69922","2007/05/18"
"6546","CY118075","AFJ75460","2007/05/10"
"14942","EU199346","ABW23333","2007/03/10"
"13910","EU199365","ABW23352","2007/04/11"
"14158","EU199285","ABW23272","2007/03/05"
"8499","CY172807","AHL89966","2007/03/15"
"8500","CY172815","AHL89978","2007/03/16"
"13979","CY033457","ACF41669","2007/02/16"
"13980","CY025541","AEO99215","2007/02/26"
"13985","CY025883","ABV30448","2007/03/01"
"13986","CY034406","ACG70142","2007/03/05"
"8506","CY172855","AHL90038","2007/04/13"
"8507","CY172863","AHL90050","2007/04/15"
"5293","CY025899","ABV30470","2007/02/27"
"13981","CY027195","ABW71349","2007/03/01"
"13984","CY025501","ABV29931","2007/03/02"
"13982","CY025875","ABV30437","2007/02/27"
"4254","CY105702","AEX36366","2007/07/10"
"4258","CY105726","AEX36399","2007/08/08"
"4259","CY104476","AEX34178","2007/08/09"
"4260","CY105734","AEX36410","2007/08/29"
"2216","CY027579","ABW91251","2007/02/28"
"6123","CY026883","ABW40323","2007/02/05"
"4218","CY104332","AEX33979","2007/08/03"
"4219","CY105510","AEX36102","2007/07/25"
"2081","CY092249","AEI54413","2007/04/30"
"12602","CY040066","ACR15205","2007/11/12"
"2217","CY026243","ABV45970","2007/03/06"
"8498","CY172799","AHL89954","2007/03/08"
"4253","CY105694","AEX36355","2007/06/29"
"7030","EU516053","ACA33697","2007/08/03"
"9786","CY188601","AIL94847","2007/06/27"
"7888","CY114413","AFH00692","2007/11/06"
"13619","KP637926","AJJ99221","2007/05/03"
"13618","KP637918","AJJ99233","2007/05/03"
"8574","EU516047","ACA33691","2007/09/10"
"14983","EU566973","ACB11766","2007/11/28"
"3794","CY025341","ABV29711","2007/03/14"
"8497","CY172791","AHL89942","2007/03/07"
"8516","CY172903","AHL90110","2007/03/26"
"8495","CY172775","AHL89918","2007/03/02"
"4221","CY104340","AEX33990","2007/07/27"
"4603","CY104356","AEX34012","2007/10/03"
"4161","CY091833","AEK98382","2007/04/12"
"4155","CY091831","AEK98380","2007/04/10"
"4154","CY091829","AEK98378","2007/04/07"
"1440","EU199366","ABW23353","2007/02/06"
"1442","KJ609214","ABW23353","2007/02/06"
"1441","CY035022","ABW23353","2007/02/06"
"1525","KX571022","AOD75061","2007/02/12"
"3888","EU516036","ACA33686","2007/08/16"
"2722","EU516054","ACA33698","2007/02/06"
"2687","EU199258","ABW23245","2007/01/17"
"12824","EU199265","ABW23252","2007/01/30"
"2691","EU199255","ABW23242","2006/12/08"
"6533","CY118938","AFJ78122","2006/11/24"
"6528","CY118906","AFJ78078","2006/10/12"
"6530","CY118036","AFJ75091","2006/10/27"
"6529","CY118914","AFJ78089","2006/10/19"
"6531","CY118922","AFJ78100","2006/11/15"
"6532","CY118930","AFJ78111","2006/11/17"
"3432","EU516073","ACA33717","2007/10/09"
"8475","CY172431","AHL89390","2006/03/07"
"4212","CY104316","AEX33957","2007/03/22"
"4238","CY105630","AEX36267","2007/03/02"
"4270","CY104516","AEX34232","2007/01/24"
"4271","CY105798","AEX36498","2007/01/28"
"4272","CY105806","AEX36509","2007/01/29"
"4229","CY104388","AEX34055","2007/01/10"
"4241","CY104428","AEX34111","2007/01/15"
"4236","CY105614","AEX36245","2007/06/21"
"4248","CY104452","AEX34145","2007/03/12"
"4385","EU516035","ACA33685","2007/04/22"
"4383","EU516034","ACA33684","2007/04/22"
"2724","EU199343","ABW23330","2007/02/25"
"14298","CY030205","ACA24700","2007/03/13"
"7890","CY114397","AFH00670","2006/12/24"
"4211","CY105678","AEX36333","2007/03/20"
"4234","CY104412","AEX34089","2007/03/10"
"5299","CY030197","ACA24689","2007/03/14"
"648","CY104548","AEX34275","2007/01/02"
"4243","CY105654","AEX36300","2007/02/02"
"4231","CY105582","AEX36201","2007/01/22"
"4242","CY105646","AEX36289","2007/01/25"
"4240","CY105638","AEX36278","2007/01/11"
"4247","CY105670","AEX36322","2007/03/06"
"4232","CY105590","AEX36212","2007/02/08"
"4230","CY104396","AEX34066","2007/01/17"
"4216","CY104324","AEX33968","2007/01/22"
"4233","CY105598","AEX36223","2007/03/06"
"4244","CY104436","AEX34123","2007/02/02"
"4239","CY104420","AEX34100","2007/01/04"
"4268","CY105790","AEX36487","2007/01/12"
"4266","CY105774","AEX36465","2007/01/10"
"6270","CY104380","AEX34044","2007/05/29"
"4269","CY104508","AEX34221","2007/01/23"
"4267","CY105782","AEX36476","2007/01/12"
"14945","EU199345","ABW23332","2007/03/26"
"2220","CY026195","ABV45904","2007/03/13"
"2219","CY031563","ACD56269","2007/03/12"
"8133","EU199276","ABW23263","2007/01/14"
"9547","CY025835","ABV30382","2007/02/21"
"6541","CY118978","AFJ78177","2007/04/20"
"8404","EU199271","ABW23258","2007/02/01"
"8152","EU199279","ABW23266","2007/02/01"
"14864","EU199272","ABW23259","2007/01/15"
"13383","CY025747","ABV30261","2007/03/02"
"114","EU516052","ACA33696","2007/03/20"
"8496","CY172783","AHL89930","2007/03/05"
"6124","CY025907","ABV30481","2007/02/21"
"8503","CY172831","AHL90002","2007/03/26"
"8494","CY172767","AHL89906","2007/02/28"
"7852","EU100702","ABU50564","2006/12/19"
"95","CY025859","ABV30415","2007/03/07"
"4249","CY105686","AEX36344","2007/03/30"
"4245","CY105662","AEX36311","2007/02/05"
"11763","KF533055","AGU69923","2007/08/10"
"10819","EU199359","ABW23346","2007/03/09"
"6589","CY118858","AFJ78012","2005/08/10"
"14854","CY017107","ABK39984","2005/08/03"
"2873","CY026147","ABW38363","2007/01/08"
"4643","EU856843","ACF36208","2005/05/04"
"14850","CY020005","ABO32692","2005/10/20"
"4932","CY043768","ACU12549","2005/07/09"
"2474","CY008043","ABC67664","2005/05/04"
"2481","CY009028","ABD60812","2005/05/25"
"2459","CY008340","ABC85897","2005/05/24"
"2444","CY008075","ABC67708","2005/07/03"
"14847","CY016979","ABJ53460","2005/07/05"
"14845","CY018925","ABM22015","2005/07/09"
"2484","CY008051","ABC67675","2005/05/27"
"2442","CY009932","ABD94745","2005/06/29"
"4901","CY039063","ACO95237","2005/03/19"
"4908","CY039191","ACO95470","2005/04/30"
"11360","CY017981","ABL67407","2005/07/12"
"11362","CY019021","ABM22136","2005/08/11"
"4918","CY038703","ACO36617","2005/05/17"
"2450","CY008083","ABC67719","2005/07/08"
"4924","CY038735","ACO36661","2005/05/30"
"14853","CY017099","ABK39973","2005/08/01"
"4917","CY039239","ACO95536","2005/05/16"
"6592","CY118004","AFJ75047","2006/02/24"
"4909","CY039511","ACQ73555","2005/05/01"
"4633","EU856822","ACF36187","2005/04/06"
"4914","CY039223","ACO95514","2005/05/11"
"4921","CY038719","ACO36639","2005/05/26"
"4912","CY039215","ACO95503","2005/05/07"
"4911","CY039207","ACO95492","2005/05/05"
"8451","CY172223","AHL89078","2006/01/11"
"8449","CY172207","AHL89054","2006/01/04"
"4250","CY104260","AEX33880","2005/06/30"
"7902","CY112997","AFG72900","2005/12/26"
"4729","EU856997","ACF36362","2005/06/04"
"4728","EU856996","ACF36361","2005/06/02"
"4922","CY038727","ACO36650","2005/05/27"
"4907","CY040330","ACR15568","2005/04/21"
"4915","CY038695","ACO36606","2005/05/13"
"6593","CY118882","AFJ78045","2006/01/11"
"6588","CY118842","AFJ77990","2005/08/04"
"10197","EU516029","ACA33679","2006/03/01"
"8458","CY172279","AHL89162","2006/02/07"
"5273","CY091045","AEG65076","2006/02/15"
"11365","CY017619","ABK80289","2005/08/22"
"10779","CY014039","ABI30609","2005/07/01"
"2092","CY091533","AEG65747","2005/11/15"
"6586","CY118834","AFJ77979","2005/07/15"
"4251","CY104268","AEX33891","2005/07/22"
"12658","CY105454","AEX35582","2005/10/13"
"4936","CY091309","AEG65439","2005/06/15"
"11361","CY017989","ABL67418","2005/07/22"
"13378","CY091021","AEG65043","2005/12/19"
"6585","CY118826","AFJ77968","2005/07/07"
"8459","CY172287","AHL89174","2006/02/14"
"9549","CY025843","ABV30393","2007/03/05"
"2084","CY091501","AEG65703","2005/10/25"
"2075","CY091013","AEG65032","2005/11/30"
"2089","CY091517","AEG65725","2005/11/29"
"2093","CY091541","AEG65758","2005/12/05"
"2087","CY091509","AEG65714","2005/11/02"
"4904","CY039503","ACP44258","2005/04/11"
"4054","CY091141","AEG65208","2006/01/09"
"4639","EU856837","ACF36202","2005/04/28"
"4635","EU856825","ACF36190","2005/04/10"
"4785","EU857091","ACF36456","2005/03/01"
"4642","EU856842","ACF36207","2005/05/04"
"4931","CY040354","ACR15601","2005/06/29"
"4734","EU857010","ACF36375","2005/07/11"
"8448","CY173599","AHL91166","2005/12/20"
"4905","CY038687","ACO36595","2005/04/13"
"4928","CY039519","ACP44269","2005/06/11"
"4929","CY040338","ACR15579","2005/06/17"
"4902","CY043752","ACU12527","2005/04/04"
"4933","CY038751","ACO36683","2005/07/16"
"4919","CY039247","ACO95547","2005/05/21"
"4927","CY044397","ACU80058","2005/06/02"
"8454","CY172239","AHL89102","2006/01/13"
"9466","CY020077","ABN51010","2006/02/23"
"9467","CY020357","ABN51010","2006/02/23"
"9464","CY020061","ABN51010","2006/02/23"
"9463","CY019827","ABN51010","2006/02/23"
"9465","CY020069","ABN51010","2006/02/23"
"8446","CY172191","AHL89030","2005/11/10"
"8452","CY172231","AHL89090","2006/01/12"
"8455","CY172255","AHL89126","2006/01/24"
"8457","CY172271","AHL89150","2006/02/07"
"8445","CY172183","AHL88951","2005/08/30"
"5274","CY091029","AEG65054","2005/12/23"
"4733","EU857007","ACF36372","2005/07/02"
"4910","CY039199","ACO95481","2005/05/03"
"5013","CY104348","AEX34001","2007/10/01"
"4930","CY040346","ACR15590","2005/06/21"
"12657","CY105446","AEX35571","2005/10/13"
"4735","EU857011","ACF36376","2005/07/26"
"4641","EU856841","ACF36206","2005/05/04"
"4759","EU857049","ACF36414","2006/03/04"
"2076","CY091053","AEG65087","2006/02/21"
"12643","CY105366","AEX35461","2005/07/19"
"12659","CY105462","AEX35593","2005/10/17"
"12644","CY104228","AEX33836","2005/08/01"
"12647","CY105382","AEX35483","2005/08/18"
"12654","CY105422","AEX35538","2005/09/26"
"12634","CY105878","AEX36608","2006/01/10"
"12640","CY105358","AEX35450","2005/06/14"
"4357","EU100695","ABU50557","2006/12/28"
"7244","EU199380","ABW23367","2007/03/26"
"2214","CY025739","ABV30250","2007/01/29"
"8515","CY172895","AHL90098","2007/02/06"
"4215","CY105494","AEX35637","2007/02/09"
"12606","CY040050","ACR15183","2007/02/03"
"12603","CY039399","ACQ65691","2007/01/02"
"13889","EU199363","ABW23350","2007/02/01"
"6881","EU516050","ACA33694","2007/09/18"
"12604","CY039407","ACQ65702","2007/01/15"
"12601","CY040130","ACR15293","2007/07/03"
"3422","EU100720","ABU50582","2007/01/09"
"4235","CY105606","AEX36234","2007/03/10"
"8491","CY172751","AHL89882","2007/02/11"
"13620","KP637934","AJJ99209","2007/05/04"
"13632","KP638046","AJJ99041","2007/03/28"
"7696","AB434112","BAG28230","2006/02/06"
"6594","CY118898","AFJ78067","2006/03/16"
"4920","CY038711","ACO36628","2005/05/23"
"12648","CY105390","AEX35494","2005/08/18"
"12646","CY104236","AEX33847","2005/08/11"
"12651","CY105406","AEX35516","2005/08/20"
"6591","CY118874","AFJ78034","2006/01/11"
"6590","CY118866","AFJ78023","2005/12/30"
"7697","AB434113","BAG28231","2006/02/08"
"6587","CY118850","AFJ78001","2005/08/08"
"4644","EU856844","ACF36209","2005/05/05"
"4666","EU856870","ACF36235","2005/06/02"
"4906","CY040322","ACR15557","2005/04/16"
"4925","CY038743","ACO36672","2005/05/31"
"4926","CY043760","ACU12538","2005/06/01"
"2480","CY008636","ABD16314","2005/08/16"
"12649","CY105398","AEX35505","2005/08/18"
"12645","CY105374","AEX35472","2005/08/01"
"12639","CY105470","AEX35604","2005/06/14"
"6980","CY100602","AFY24195","2006/01/16"
"4916","CY039231","ACO95525","2005/05/14"
"6970","KJ855363","AIC65069","2006/01/16"
"9472","CY020093","ABM67029","2006/02/28"
"9468","CY019325","ABM67029","2006/02/28"
"9469","CY019835","ABM67029","2006/02/28"
"9471","CY020085","ABM67029","2006/02/28"
"9470","CY019939","ABM67029","2006/02/28"
"8462","CY172311","AHL89210","2006/04/20"
"8481","CY172479","AHL89462","2006/03/13"
"8470","CY172391","AHL89330","2006/02/24"
"8466","CY172335","AHL89246","2006/02/16"
"8468","CY172351","AHL89270","2006/02/17"
"8474","CY172423","AHL89378","2006/03/07"
"8482","CY172487","AHL89474","2006/03/13"
"8465","CY172319","AHL89222","2006/02/15"
"9086","CY013232","ABG88817","2006/04/05"
"8456","CY172263","AHL89138","2006/02/06"
"13379","CY091069","AEG65109","2006/04/04"
"9483","CY020365","ABN51054","2006/03/02"
"9482","CY020133","ABN51054","2006/03/02"
"9304","CY014159","ABI30876","2006/04/05"
"9481","CY020125","ABN51054","2006/03/02"
"9479","CY019859","ABN51054","2006/03/02"
"9480","CY020117","ABN51054","2006/03/02"
"2443","CY008067","ABC67697","2005/07/02"
"8447","CY172199","AHL89042","2005/12/27"
"7695","AB434111","BAG28229","2006/02/03"
"15114","EU199252","ABW23239","2006/02/09"
"9475","CY019843","ABM67040","2006/03/01"
"9476","CY019851","ABM67040","2006/03/01"
"8476","CY172447","AHL89414","2006/03/08"
"9474","CY019333","ABM67040","2006/03/01"
"9478","CY020109","ABM67040","2006/03/01"
"9477","CY020101","ABM67040","2006/03/01"
"15015","EU100715","ABU50577","2006/12/15"
"14937","EU199362","ABW23349","2007/02/14"
"7576","CY091077","AEG65120","2006/04/05"
"8461","CY172303","AHL89198","2006/02/15"
"8473","CY172415","AHL89366","2006/03/06"
"8483","CY172503","AHL89498","2006/03/16"
"8469","CY172383","AHL89318","2006/02/20"
"13376","CY091037","AEG65065","2006/02/13"
"8477","CY172455","AHL89426","2006/03/09"
"5275","CY091085","AEG65131","2006/04/06"
"12302","CY091061","AEG65098","2006/03/28"
"8450","CY172215","AHL89066","2006/01/08"
"8467","CY172343","AHL89258","2006/02/16"
"8478","CY172463","AHL89438","2006/03/12"
"6987","MG856267","AVI15162","2009/02/03"
"8460","CY172295","AHL89186","2006/02/14"
"7575","CY090981","AEG64988","2005/01/12"
"8949","CY012792","ABG80436","2006/03/22"
"6966","KJ855411","AIC64997","2005/01/11"
"6968","KJ855435","AIC64961","2005/11/18"
"6981","MG856259","AVI15150","2008/01/02"
"6993","KJ855475","AIC64901","2005/09/11"
"6974","CY100570","AFY24151","2005/09/11"
"6979","MG856275","AVI15174","2003/03/04"
"6990","KJ855427","AIC64973","2005/08/11"
"6965","KJ855403","AIC65009","2005/01/11"
"6973","CY100546","AFY24118","2005/01/11"
"6975","CY100578","AFY24162","2005/09/11"
"6967","KJ855419","AIC64985","2005/09/11"
"10200","EU516031","ACA33681","2006/04/03"
"2472","CY008404","ABC84520","2005/07/31"
"5026","LC155854","BAV13634","2014/12/24"
"13672","LC155855","BAV13635","2015/01/05"
"3832","LC155876","BAV13656","2015/01/10"
"4119","LC155892","BAV13672","2015/01/30"
"3843","LC155861","BAV13641","2014/12/16"
"3841","LC155859","BAV13639","2014/12/15"
"3827","LC155863","BAV13643","2014/12/19"
"13668","LC155872","BAV13652","2015/01/08"
"5648","LC155869","BAV13649","2015/01/07"
"5025","LC155870","BAV13650","2015/01/07"
"3836","LC155888","BAV13668","2015/01/23"
"3842","LC155860","BAV13640","2014/12/16"
"13670","LC155875","BAV13655","2015/01/09"
"13698","LC155884","BAV13664","2015/01/22"
"4198","MK117070","AYP64547","2017/03/31"
"4582","KJ955515","AID70458","2010/06/15"
"8883","CY002000","AAZ38506","2005/01/17"
"14365","CY013967","ABI30510","2004/10/08"
"2465","CY007483","ABC42772","2004/09/16"
"2437","CY007475","ABC42761","2004/09/12"
"14686","CY013453","ABI21068","2004/08/23"
"14343","CY020893","ABO52071","2004/09/03"
"2493","CY008252","ABC85996","2004/10/10"
"2470","CY007539","ABC43541","2004/09/22"
"2440","CY007347","ABC42651","2004/08/05"
"2432","CY007443","ABC42717","2004/09/09"
"2495","CY007579","ABC42860","2004/09/28"
"2489","CY008228","ABC86018","2004/10/06"
"2455","CY007379","ABC42673","2004/08/17"
"14832","CY015884","ABI92797","2004/09/21"
"14833","CY015900","ABI92819","2004/10/18"
"2486","CY007547","ABC42827","2004/09/25"
"14859","CY007331","ABC42640","2004/09/10"
"2453","CY007371","ABC42662","2004/08/15"
"2473","CY007411","ABC43486","2004/08/11"
"2488","CY008220","ABC86029","2004/10/04"
"2461","CY039964","ACT21507","2004/09/16"
"2439","CY007339","ABC43160","2004/08/04"
"2448","CY007355","ABC43171","2004/08/06"
"14857","CY009924","ABD94734","2004/09/10"
"2426","CY007419","ABC43497","2004/09/10"
"2438","CY007987","ABC67587","2004/09/12"
"2458","CY007387","ABC42684","2004/08/18"
